cross,reference,chr,start,end,crossovers,gene,mRNA,exon,CDS
lycopersicum_pimpinellifolium,lycopersicum,chr1,79000000,79100000,0,13,13,53,52
lycopersicum_pimpinellifolium,lycopersicum,chr1,79100000,79200000,0,12,12,64,62
lycopersicum_pimpinellifolium,lycopersicum,chr1,79200000,79300000,1,17,17,92,89
lycopersicum_pimpinellifolium,lycopersicum,chr1,79300000,79400000,1,13,13,75,71
lycopersicum_pimpinellifolium,lycopersicum,chr1,79400000,79500000,0,9,9,45,41
lycopersicum_pimpinellifolium,lycopersicum,chr1,79500000,79600000,1,12,12,58,56
lycopersicum_pimpinellifolium,lycopersicum,chr1,79600000,79700000,0,9,9,34,33
lycopersicum_pimpinellifolium,lycopersicum,chr1,79700000,79800000,0,11,11,62,62
lycopersicum_pimpinellifolium,lycopersicum,chr1,79800000,79900000,1,12,12,92,90
lycopersicum_pimpinellifolium,lycopersicum,chr1,79900000,80000000,1,16,16,103,98
lycopersicum_pimpinellifolium,lycopersicum,chr1,80000000,80100000,0,11,11,102,102
lycopersicum_pimpinellifolium,lycopersicum,chr1,80100000,80200000,0,10,10,94,93
lycopersicum_pimpinellifolium,lycopersicum,chr1,80200000,80300000,0,14,14,58,56
lycopersicum_pimpinellifolium,lycopersicum,chr1,80300000,80400000,0,11,11,73,69
lycopersicum_pimpinellifolium,lycopersicum,chr1,80400000,80500000,0,12,12,61,58
lycopersicum_pimpinellifolium,lycopersicum,chr1,80500000,80600000,0,16,16,87,86
lycopersicum_pimpinellifolium,lycopersicum,chr1,80600000,80700000,0,16,16,87,74
lycopersicum_pimpinellifolium,lycopersicum,chr1,80700000,80800000,0,14,14,80,72
lycopersicum_pimpinellifolium,lycopersicum,chr1,80800000,80900000,1,18,18,95,92
lycopersicum_pimpinellifolium,lycopersicum,chr1,80900000,81000000,0,15,15,71,67
lycopersicum_pimpinellifolium,lycopersicum,chr1,81000000,81100000,0,9,9,93,90
lycopersicum_pimpinellifolium,lycopersicum,chr1,81100000,81200000,0,18,18,64,61
lycopersicum_pimpinellifolium,lycopersicum,chr1,81200000,81300000,0,11,11,85,77
lycopersicum_pimpinellifolium,lycopersicum,chr1,81300000,81400000,0,17,17,120,119
lycopersicum_pimpinellifolium,lycopersicum,chr1,81400000,81500000,2,12,12,44,42
lycopersicum_pimpinellifolium,lycopersicum,chr1,81500000,81600000,1,15,15,93,89
lycopersicum_pimpinellifolium,lycopersicum,chr1,81600000,81700000,0,15,15,105,105
lycopersicum_pimpinellifolium,lycopersicum,chr1,81700000,81800000,0,12,12,94,94
lycopersicum_pimpinellifolium,lycopersicum,chr1,81800000,81900000,0,10,10,85,82
lycopersicum_pimpinellifolium,lycopersicum,chr1,81900000,82000000,0,14,14,71,66
lycopersicum_pimpinellifolium,lycopersicum,chr1,82000000,82100000,0,14,14,50,44
lycopersicum_pimpinellifolium,lycopersicum,chr1,82100000,82200000,0,14,14,99,95
lycopersicum_pimpinellifolium,lycopersicum,chr1,82200000,82300000,0,12,12,65,63
lycopersicum_pimpinellifolium,lycopersicum,chr1,82300000,82400000,1,13,13,73,71
lycopersicum_pimpinellifolium,lycopersicum,chr1,82400000,82500000,0,14,14,79,78
lycopersicum_pimpinellifolium,lycopersicum,chr1,82500000,82600000,0,9,9,51,48
lycopersicum_pimpinellifolium,lycopersicum,chr1,82600000,82700000,1,13,13,94,90
lycopersicum_pimpinellifolium,lycopersicum,chr1,82700000,82800000,0,15,15,58,57
lycopersicum_pimpinellifolium,lycopersicum,chr1,82800000,82900000,0,11,11,109,103
lycopersicum_pimpinellifolium,lycopersicum,chr1,82900000,83000000,1,11,11,50,45
lycopersicum_pimpinellifolium,lycopersicum,chr1,83000000,83100000,0,15,15,83,81
lycopersicum_pimpinellifolium,lycopersicum,chr1,83100000,83200000,0,15,15,88,78
lycopersicum_pimpinellifolium,lycopersicum,chr1,83200000,83300000,0,10,10,74,68
lycopersicum_pimpinellifolium,lycopersicum,chr1,83300000,83400000,1,14,14,64,55
lycopersicum_pimpinellifolium,lycopersicum,chr1,83400000,83500000,2,11,11,52,51
lycopersicum_pimpinellifolium,lycopersicum,chr1,83500000,83600000,0,13,13,84,80
lycopersicum_pimpinellifolium,lycopersicum,chr1,83600000,83700000,1,14,14,89,86
lycopersicum_pimpinellifolium,lycopersicum,chr1,83700000,83800000,0,12,12,90,89
lycopersicum_pimpinellifolium,lycopersicum,chr1,83800000,83900000,0,15,15,81,80
lycopersicum_pimpinellifolium,lycopersicum,chr1,83900000,84000000,0,7,7,81,79
lycopersicum_pimpinellifolium,lycopersicum,chr1,84000000,84100000,1,13,13,95,93
lycopersicum_pimpinellifolium,lycopersicum,chr1,84100000,84200000,1,10,10,65,57
lycopersicum_pimpinellifolium,lycopersicum,chr1,84200000,84300000,0,11,11,68,56
lycopersicum_pimpinellifolium,lycopersicum,chr1,84300000,84400000,0,10,10,74,70
lycopersicum_pimpinellifolium,lycopersicum,chr1,84400000,84500000,2,14,14,74,66
lycopersicum_pimpinellifolium,lycopersicum,chr1,84500000,84600000,1,10,10,113,108
lycopersicum_pimpinellifolium,lycopersicum,chr1,84600000,84700000,0,15,15,48,43
lycopersicum_pimpinellifolium,lycopersicum,chr1,84700000,84800000,0,13,13,100,99
lycopersicum_pimpinellifolium,lycopersicum,chr1,84800000,84900000,1,9,9,96,95
lycopersicum_pimpinellifolium,lycopersicum,chr1,84900000,85000000,1,11,11,54,51
lycopersicum_pimpinellifolium,lycopersicum,chr1,85000000,85100000,0,17,17,85,81
lycopersicum_pimpinellifolium,lycopersicum,chr1,85100000,85200000,0,7,7,36,33
lycopersicum_pimpinellifolium,lycopersicum,chr1,85200000,85300000,0,14,14,86,84
lycopersicum_pimpinellifolium,lycopersicum,chr1,85300000,85400000,0,14,14,76,73
lycopersicum_pimpinellifolium,lycopersicum,chr1,85400000,85500000,1,21,21,75,70
lycopersicum_pimpinellifolium,lycopersicum,chr1,85500000,85600000,1,8,8,69,62
lycopersicum_pimpinellifolium,lycopersicum,chr1,85600000,85700000,0,16,16,77,74
lycopersicum_pimpinellifolium,lycopersicum,chr1,85700000,85800000,0,11,11,86,82
lycopersicum_pimpinellifolium,lycopersicum,chr1,85800000,85900000,0,17,17,74,69
lycopersicum_pimpinellifolium,lycopersicum,chr1,85900000,86000000,0,13,13,82,79
lycopersicum_pimpinellifolium,lycopersicum,chr1,86000000,86100000,0,16,16,55,52
lycopersicum_pimpinellifolium,lycopersicum,chr1,86100000,86200000,1,14,14,56,40
lycopersicum_pimpinellifolium,lycopersicum,chr1,86200000,86300000,0,11,11,53,52
lycopersicum_pimpinellifolium,lycopersicum,chr1,86300000,86400000,0,12,12,107,106
lycopersicum_pimpinellifolium,lycopersicum,chr1,86400000,86500000,0,16,16,47,43
lycopersicum_pimpinellifolium,lycopersicum,chr1,86500000,86600000,0,13,13,101,87
lycopersicum_pimpinellifolium,lycopersicum,chr1,86600000,86700000,0,19,19,107,107
lycopersicum_pimpinellifolium,lycopersicum,chr1,86700000,86800000,1,17,17,58,58
lycopersicum_pimpinellifolium,lycopersicum,chr1,86800000,86900000,1,11,11,103,102
lycopersicum_pimpinellifolium,lycopersicum,chr1,86900000,87000000,1,18,18,99,96
lycopersicum_pimpinellifolium,lycopersicum,chr1,87000000,87100000,0,16,16,79,77
lycopersicum_pimpinellifolium,lycopersicum,chr1,87100000,87200000,0,13,13,51,39
lycopersicum_pimpinellifolium,lycopersicum,chr1,87200000,87300000,2,10,10,41,38
lycopersicum_pimpinellifolium,lycopersicum,chr1,87300000,87400000,1,16,16,70,66
lycopersicum_pimpinellifolium,lycopersicum,chr1,87400000,87500000,0,16,16,78,68
lycopersicum_pimpinellifolium,lycopersicum,chr1,87500000,87600000,0,13,13,62,60
lycopersicum_pimpinellifolium,lycopersicum,chr1,87600000,87700000,0,12,12,50,47
lycopersicum_pimpinellifolium,lycopersicum,chr1,87700000,87800000,1,12,12,63,60
lycopersicum_pimpinellifolium,lycopersicum,chr1,87800000,87900000,0,11,11,73,72
lycopersicum_pimpinellifolium,lycopersicum,chr1,87900000,88000000,0,12,12,62,60
lycopersicum_pimpinellifolium,lycopersicum,chr1,88000000,88100000,0,15,15,62,62
lycopersicum_pimpinellifolium,lycopersicum,chr1,88100000,88200000,0,18,18,85,84
lycopersicum_pimpinellifolium,lycopersicum,chr1,88200000,88300000,0,14,14,86,85
lycopersicum_pimpinellifolium,lycopersicum,chr1,88300000,88400000,0,15,15,64,64
lycopersicum_pimpinellifolium,lycopersicum,chr1,88400000,88500000,0,19,19,79,76
lycopersicum_pimpinellifolium,lycopersicum,chr1,88500000,88600000,0,16,16,52,50
lycopersicum_pimpinellifolium,lycopersicum,chr1,88600000,88700000,0,13,13,98,95
lycopersicum_pimpinellifolium,lycopersicum,chr1,88700000,88800000,0,15,15,63,63
lycopersicum_pimpinellifolium,lycopersicum,chr1,88800000,88900000,0,13,13,87,86
lycopersicum_pimpinellifolium,lycopersicum,chr1,88900000,89000000,1,14,14,58,54
lycopersicum_pimpinellifolium,lycopersicum,chr1,89000000,89100000,2,10,10,67,61
lycopersicum_pimpinellifolium,lycopersicum,chr1,89100000,89200000,0,12,12,103,93
lycopersicum_pimpinellifolium,lycopersicum,chr1,89200000,89300000,0,15,15,93,91
lycopersicum_pimpinellifolium,lycopersicum,chr1,89300000,89400000,0,13,13,93,92
lycopersicum_pimpinellifolium,lycopersicum,chr1,89400000,89500000,0,13,13,66,61
lycopersicum_pimpinellifolium,lycopersicum,chr1,89500000,89600000,3,14,14,46,43
lycopersicum_pimpinellifolium,lycopersicum,chr1,89600000,89700000,0,22,22,62,59
lycopersicum_pimpinellifolium,lycopersicum,chr1,89700000,89800000,0,21,21,62,61
lycopersicum_pimpinellifolium,lycopersicum,chr1,89800000,89900000,0,17,17,90,90
lycopersicum_pimpinellifolium,lycopersicum,chr1,89900000,90000000,0,16,16,57,55
lycopersicum_pimpinellifolium,lycopersicum,chr1,90000000,90100000,0,13,13,47,46
lycopersicum_pimpinellifolium,lycopersicum,chr1,90100000,90200000,0,10,10,89,80
lycopersicum_pimpinellifolium,lycopersicum,chr1,90200000,90300000,0,14,14,88,84
lycopersicum_pimpinellifolium,lycopersicum,chr1,90300000,90400000,1,13,13,97,88
lycopersicum_pimpinellifolium,lycopersicum,chr1,90400000,90500000,1,14,14,89,87
lycopersicum_pimpinellifolium,lycopersicum,chr1,90500000,90600000,0,16,16,92,89
lycopersicum_pimpinellifolium,lycopersicum,chr2,0,100000,0,4,4,13,10
lycopersicum_pimpinellifolium,lycopersicum,chr2,100000,200000,0,5,5,31,31
lycopersicum_pimpinellifolium,lycopersicum,chr2,200000,300000,0,2,2,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,300000,400000,0,4,4,8,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,400000,500000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,500000,600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,600000,700000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,700000,800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,800000,900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,900000,1000000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,1000000,1100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,1100000,1200000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,1200000,1300000,0,2,2,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr2,1300000,1400000,0,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,1400000,1500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,1500000,1600000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,1600000,1700000,0,2,2,18,18
lycopersicum_pimpinellifolium,lycopersicum,chr2,1700000,1800000,0,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,1800000,1900000,0,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,1900000,2000000,0,7,7,27,25
lycopersicum_pimpinellifolium,lycopersicum,chr2,2000000,2100000,0,1,1,2,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,2100000,2200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2200000,2300000,0,2,2,7,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,2300000,2400000,0,1,1,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,2400000,2500000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,2500000,2600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2600000,2700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2700000,2800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,2800000,2900000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,2900000,3000000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,3000000,3100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3100000,3200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3200000,3300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3300000,3400000,0,1,1,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,3400000,3500000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,3500000,3600000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,3600000,3700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3700000,3800000,0,5,5,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,3800000,3900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,3900000,4000000,0,3,3,17,16
lycopersicum_pimpinellifolium,lycopersicum,chr2,4000000,4100000,0,1,1,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,4100000,4200000,0,2,2,12,12
lycopersicum_pimpinellifolium,lycopersicum,chr2,4200000,4300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,4300000,4400000,0,3,3,13,13
lycopersicum_pimpinellifolium,lycopersicum,chr2,4400000,4500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,4500000,4600000,0,2,2,15,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,4600000,4700000,0,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,4700000,4800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,4800000,4900000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,4900000,5000000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,5000000,5100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5100000,5200000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5200000,5300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5300000,5400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5400000,5500000,0,1,1,7,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,5500000,5600000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,5600000,5700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5700000,5800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5800000,5900000,0,1,1,1,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,5900000,6000000,0,2,2,12,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,6000000,6100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6100000,6200000,0,1,1,2,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,6200000,6300000,0,1,1,4,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,6300000,6400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6400000,6500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6500000,6600000,0,1,1,3,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,6600000,6700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6700000,6800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6800000,6900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,6900000,7000000,0,2,2,24,23
lycopersicum_pimpinellifolium,lycopersicum,chr2,7000000,7100000,0,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,7100000,7200000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,7200000,7300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,7300000,7400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,7400000,7500000,0,2,2,10,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,7500000,7600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,7600000,7700000,0,6,6,18,13
lycopersicum_pimpinellifolium,lycopersicum,chr2,7700000,7800000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,7800000,7900000,0,3,3,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,7900000,8000000,0,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,8000000,8100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8100000,8200000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,8200000,8300000,0,4,4,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,8300000,8400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8400000,8500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8500000,8600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8600000,8700000,0,2,2,6,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,8700000,8800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,8800000,8900000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,8900000,9000000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,9000000,9100000,0,3,3,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,9100000,9200000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,9200000,9300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,9300000,9400000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,9400000,9500000,0,3,3,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,9500000,9600000,0,1,1,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,9600000,9700000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,9700000,9800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,9800000,9900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,9900000,10000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10000000,10100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10100000,10200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10200000,10300000,0,2,2,9,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,10300000,10400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10400000,10500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10500000,10600000,0,1,1,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,10600000,10700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,10700000,10800000,0,2,2,5,5
lycopersicum_pimpinellifolium,lycopersicum,chr2,10800000,10900000,0,0,0,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,10900000,11000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11000000,11100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11100000,11200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11200000,11300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11300000,11400000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,11400000,11500000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,11500000,11600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11600000,11700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11700000,11800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11800000,11900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,11900000,12000000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,12000000,12100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12100000,12200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12200000,12300000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,12300000,12400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12400000,12500000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,12500000,12600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12600000,12700000,0,34,34,64,63
lycopersicum_pimpinellifolium,lycopersicum,chr2,12700000,12800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12800000,12900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,12900000,13000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13000000,13100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13100000,13200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13200000,13300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13300000,13400000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13400000,13500000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13500000,13600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13600000,13700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,13700000,13800000,0,2,2,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,13800000,13900000,0,7,7,19,19
lycopersicum_pimpinellifolium,lycopersicum,chr2,13900000,14000000,0,4,4,17,17
lycopersicum_pimpinellifolium,lycopersicum,chr2,14000000,14100000,0,0,0,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,14100000,14200000,0,2,2,10,9
lycopersicum_pimpinellifolium,lycopersicum,chr2,14200000,14300000,0,3,3,16,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,14300000,14400000,1,1,1,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,14400000,14500000,0,3,3,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,14500000,14600000,0,4,4,24,24
lycopersicum_pimpinellifolium,lycopersicum,chr2,14600000,14700000,0,4,4,34,31
lycopersicum_pimpinellifolium,lycopersicum,chr2,14700000,14800000,1,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,14800000,14900000,0,1,1,11,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,14900000,15000000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,15000000,15100000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,15100000,15200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15200000,15300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15300000,15400000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15400000,15500000,0,7,7,39,38
lycopersicum_pimpinellifolium,lycopersicum,chr2,15500000,15600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15600000,15700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,15700000,15800000,0,3,3,22,22
lycopersicum_pimpinellifolium,lycopersicum,chr2,15800000,15900000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,15900000,16000000,0,2,2,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,16000000,16100000,0,1,1,7,7
lycopersicum_pimpinellifolium,lycopersicum,chr2,16100000,16200000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,16200000,16300000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,16300000,16400000,0,5,5,14,14
lycopersicum_pimpinellifolium,lycopersicum,chr2,16400000,16500000,0,6,6,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr2,16500000,16600000,0,2,2,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,16600000,16700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,16700000,16800000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,16800000,16900000,0,4,4,12,11
lycopersicum_pimpinellifolium,lycopersicum,chr2,16900000,17000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17000000,17100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17100000,17200000,0,1,1,2,2
lycopersicum_pimpinellifolium,lycopersicum,chr2,17200000,17300000,0,1,1,13,13
lycopersicum_pimpinellifolium,lycopersicum,chr2,17300000,17400000,0,5,5,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,17400000,17500000,0,1,1,10,10
lycopersicum_pimpinellifolium,lycopersicum,chr2,17500000,17600000,0,2,2,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,17600000,17700000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17700000,17800000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17800000,17900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,17900000,18000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,18000000,18100000,0,2,2,6,6
lycopersicum_pimpinellifolium,lycopersicum,chr2,18100000,18200000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,18200000,18300000,0,4,4,17,17
lycopersicum_pimpinellifolium,lycopersicum,chr2,18300000,18400000,0,1,1,3,3
lycopersicum_pimpinellifolium,lycopersicum,chr2,18400000,18500000,0,1,1,1,1
lycopersicum_pimpinellifolium,lycopersicum,chr2,18500000,18600000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,18600000,18700000,0,3,3,9,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,18700000,18800000,0,4,4,29,8
lycopersicum_pimpinellifolium,lycopersicum,chr2,18800000,18900000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,18900000,19000000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,19000000,19100000,0,0,0,0,0
lycopersicum_pimpinellifolium,lycopersicum,chr2,19100000,19200000,0,1,1,4,4
lycopersicum_pimpinellifolium,lycopersicum,chr2,19200000,19300000,0,2,2,23,23
lycopersicum_pimpinellifolium,lycopersicum,chr2,19300000,19400000,0,0,0,0,0
